Id;Name;Nation;Second Nation;International Apps;International Goals;International Assists;Estimated Value;Club Playing;Division Playing;Club Contracted;Division Contracted;Positions Short;Stanley Cups Won;Birth Town;Date Of Birth;Age;Player Roles;Handedness;Junior Preference;Defensive Role;Offensive Role;Morale;Favourite Number;Squad Number;Int. Squad Number;Determination;Aggression;Anticipation;Bravery;Flair;Influence;Teamwork;Creativity;Work Rate;Acceleration;Agility;Balance;Hitting;Speed;Stamina;Strength;Checking;Deflections;Deking;Faceoffs;Off The Puck;Passing;Pokecheck;Positioning;Slapshot;Stickhandling;Wristshot;Blocker;Glove;Rebound Control;Recovery;Reflexes;
1894;Vitaly Popov;Russia;---;0;0;0;15844;Dynamo St. Petersburg U17;Russia U17;Dynamo St. Petersburg U17;Russia U17;RW;0;St. Petersburg;3/24/2007;16;(W) Grinder;Right Handed;None;11;13;18;79;79;79;19;5;11;13;7;12;14;12;15;5;7;5;7;8;8;9;8;9;5;1;4;3;5;4;6;3;4;1;1;1;1;1;
1898;Eldon Osmond;Canada;---;0;0;0;18982;Red Deer Rebels;WHL;Red Deer Rebels;WHL;C;0;Burnaby;2/9/2004;20;(C) Playmaker;Left Handed;None;7;17;17;25;25;25;20;5;10;15;10;10;11;11;6;10;7;6;2;15;14;6;2;9;8;6;8;8;3;2;5;6;6;1;1;1;1;1;
1899;Alex Grant;Canada;Czech Republic;0;0;0;16688;Bílí Tygri Liberec;Czech Extraliga;Bílí Tygri Liberec;Czech Extraliga;RD;0;Antigonish;1/20/1989;35;(D) Pointman;Right Handed;Major Junior;13;15;20;20;4;0;9;11;10;7;7;10;6;11;7;6;6;3;5;4;3;7;8;6;9;2;10;11;7;11;14;9;7;1;1;1;1;1;
1900;Derek Grant;Canada;---;0;0;0;15625;ASG Angers;Magnus League;ASG Angers;Magnus League;LW, C;0;Abbotsford;4/20/1990;33;(C) Defensive;Left Handed;College;14;12;19;0;57;0;14;13;7;11;9;12;10;7;10;8;7;8;12;8;5;8;13;6;9;16;10;12;14;14;8;11;9;1;1;1;1;1;
1901;Vikki Leinonen;Finland;---;0;0;0;2500;Limingan Kiekko-Karhut;Fin 3rd Div;Limingan Kiekko-Karhut;Fin 3rd Div;LW;0;Maarianhamina;7/11/2003;20;(W) Playmaker (Physical);Right Handed;None;10;12;20;77;77;77;7;3;11;14;10;9;18;13;12;7;6;10;4;7;13;14;2;4;3;1;3;5;1;1;5;1;1;1;1;1;1;1;
1902;Owen Grant;Canada;---;0;0;0;12562;IC Epinal;Magnus League;IC Epinal;Magnus League;RD;0;Stittsville;1/22/1998;26;(D) Offensive;Right Handed;None;8;15;19;0;0;0;12;5;8;5;15;4;5;8;2;9;5;6;3;11;11;5;4;3;5;1;9;10;6;7;5;7;8;1;1;1;1;1;
1904;Sammy Ross;United States;---;0;0;0;16795;North Bay Battalion;OHL;North Bay Battalion;OHL;C, RW;0;Somerset;2/4/2004;20;(W) Finesse;Right Handed;None;9;13;14;48;48;48;14;2;12;18;6;9;18;12;13;10;4;7;1;10;11;4;3;3;6;1;5;3;4;3;5;5;5;1;1;1;1;1;
1905;Tyler Graovac;Canada;---;0;0;0;43545;Fischtown Pinguins Bremerhaven;DEL;Fischtown Pinguins Bremerhaven;DEL;C;0;Brampton;4/27/1993;30;(C) Sniper (Finesse);Left Handed;Major Junior;10;15;11;19;44;0;12;9;11;8;13;9;10;12;10;9;10;9;6;10;10;11;8;13;12;15;12;9;10;10;12;12;13;1;1;1;1;1;
1907;Jacob Graves;Canada;---;0;0;0;3125;HUKS Legia Warszawa;First League;HUKS Legia Warszawa;First League;RD;0;Toronto;3/28/1995;28;(D) Rugged;Right Handed;Major Junior;16;6;20;0;4;0;5;18;3;6;8;9;9;3;7;2;4;11;6;4;7;11;9;2;3;1;4;4;6;9;2;1;2;1;1;1;1;1;
1908;Ryan Graves;Canada;---;2;0;0;35005;KHL Medvescak;Kontinental Hockey League;KHL Medvescak;Kontinental Hockey League;LD, RD;0;Yarmouth;5/21/1995;28;(D) Standard;Left Handed;Major Junior;16;8;14;27;27;4;13;11;5;10;6;10;11;5;10;8;5;11;13;8;7;13;13;4;3;1;5;9;12;13;8;6;5;1;1;1;1;1;
1911;Manny Fehr;Canada;---;0;0;0;15245;Victoria Royals;WHL;Victoria Royals;WHL;C;0;Beaumont;1/1/2003;21;(C) Grinder;Left Handed;None;13;11;20;75;75;75;11;8;5;14;6;12;14;5;19;8;9;12;12;11;16;14;14;9;5;12;4;5;9;11;4;6;4;1;1;1;1;1;
1912;Luke Green;Canada;---;10;0;2;187290;Chicago Blackhawks;NHL;Chicago Blackhawks;NHL;LD, RD;0;Hammonds Plains;1/12/1998;26;(D) Offensive;Right Handed;Major Junior;13;15;15;0;55;55;16;10;14;8;15;11;11;15;13;14;13;11;10;15;17;9;10;8;10;3;16;15;10;12;11;13;9;1;1;1;1;1;
1913;Teddy Contratto;United States;---;0;0;0;1312;Central Penn Midget Panthers U16;USU16E;Central Penn Midget Panthers U16;USU16E;C;0;Orland Park;8/21/2007;16;(C) Defensive;Right Handed;None;17;4;20;88;88;88;16;1;1;4;7;1;6;1;3;10;8;5;4;4;7;6;8;3;2;6;2;6;6;5;2;1;3;1;1;1;1;1;
1914;Davis Sawada;Canada;---;0;0;0;1675;Union Dutchmen;ECAC;Union Dutchmen;ECAC;G;0;Dartmouth;12/26/2005;18;(G) Hybrid style;Left Handed;None;20;1;20;36;36;36;13;1;7;10;5;5;9;1;9;5;17;9;1;10;13;2;1;1;1;1;1;5;5;10;1;4;1;9;9;8;6;10;
1915;Quinn Pearce;Canada;---;0;0;0;7250;Markham Royals;OJHL;Markham Royals;OJHL;LD;0;North York;7/16/2007;16;(D) Defensive (Physical);Left Handed;None;15;11;20;44;44;44;14;8;6;9;8;11;14;6;14;8;5;12;10;8;9;15;8;2;3;1;4;3;8;9;4;4;2;1;1;1;1;1;
1917;Frank Fischer;United States;---;0;0;0;7562;Soo Indians 18U;USU16E;Soo Indians 18U;USU16E;C;0;Big Rapids;4/2/2007;16;(C) Defensive (Physical);Left Handed;None;16;7;19;15;15;15;11;9;5;16;6;11;12;3;17;7;6;10;9;10;12;14;6;4;2;8;4;5;10;10;2;4;1;1;1;1;1;1;
1918;Hafthor Ingi Sigurdsson;Iceland;---;0;0;0;0;---;---;---;---;RD;0;Hofsós;4/27/1997;26;(D) Defensive (Physical);Left Handed;None;15;6;11;3;3;3;10;6;3;12;8;11;12;3;14;4;1;5;7;2;2;6;4;1;3;1;1;1;4;8;2;2;1;1;1;1;1;1;
1920;A.J. Greer;Canada;---;0;0;0;7000;Telford Tigers;English Premier League;Telford Tigers;English Premier League;LW;0;Joliette;12/14/1996;27;(W) Power Forward;Left Handed;College;11;14;17;0;8;0;5;13;11;7;10;6;7;11;10;6;8;5;8;5;6;17;6;14;6;3;6;3;2;5;10;2;11;1;1;1;1;1;
1922;Noah Gregor;Canada;---;0;0;0;0;---;---;---;---;C;0;Beaumont;7/28/1998;25;(C) Playmaker;Left Handed;Major Junior;14;16;18;0;22;0;14;5;11;15;15;11;10;12;13;12;8;5;4;9;10;5;4;11;7;10;8;8;7;3;6;4;9;1;1;1;1;1;
1924;Alexandre Grenier;Canada;---;0;0;0;15000;Nottingham Panthers;Elite League;Nottingham Panthers;Elite League;C, RW;0;Laval;9/5/1991;32;(W) Grinder;Right Handed;None;8;14;18;5;28;0;11;11;10;10;7;11;7;10;8;9;8;7;13;9;7;13;12;11;11;9;9;11;8;12;8;10;7;1;1;1;1;1;
1925;Neeco Leisenring;United States;---;0;0;0;2175;North Dakota Fighting Hawks;NCHC;North Dakota Fighting Hawks;NCHC;LD;0;Ann Arbor;2/13/2004;20;(D) Standard;Left Handed;None;12;14;20;8;8;8;15;1;11;12;10;11;15;9;11;9;9;10;5;8;8;13;5;6;7;1;7;7;3;5;6;4;4;1;1;1;1;1;
1926;Jared Baumann;United States;---;0;0;0;1675;Minnesota State Mavericks;WCHA;Minnesota State Mavericks;WCHA;LW;0;Richfield;7/27/2006;17;(W) Finesse;Right Handed;None;11;13;17;66;66;66;17;2;8;8;7;3;7;11;8;15;6;7;1;12;14;3;1;7;8;1;5;8;2;4;7;9;5;1;1;1;1;1;
1927;Iñigo Almeida;Spain;---;6;0;1;1312;Club Gel Puigcerdà U20;Spa U20;Club Gel Puigcerdà U20;Spa U20;LW;0;Puigcerdà;9/1/2007;16;(W) Playmaker (Physical);Right Handed;None;11;11;20;33;33;33;10;14;12;7;7;13;6;11;6;7;9;8;5;8;9;5;2;6;1;2;6;3;2;3;3;1;2;1;1;1;1;1;
1930;Vasyl Petlenko;Ukraine;---;3;0;1;16635;Markham Royals;OJHL;Hamilton Bulldogs;OHL;LD, RD;0;Poltava;2/13/2006;18;(D) Defensive;Right Handed;None;18;6;13;55;55;55;15;20;5;8;8;8;2;3;8;8;8;12;7;10;7;9;10;4;4;1;4;3;6;7;2;7;1;1;1;1;1;1;
1931;Tobias May;Canada;---;0;0;0;17775;Kitchener Rangers;OHL;Kitchener Rangers;OHL;RW;0;Thunder Bay;3/28/2006;17;(W) All around;Right Handed;None;12;15;20;67;67;67;12;7;5;4;9;4;19;7;14;8;5;7;2;10;10;6;5;8;5;3;9;6;4;8;5;7;9;1;1;1;1;1;
1933;Dave Lindblad;United States;---;0;0;0;7250;Topeka RoadRunners;NAHL;Topeka RoadRunners;NAHL;RW;0;Oak Park;9/14/2006;17;(W) Finesse;Right Handed;None;12;12;20;33;33;33;13;1;12;7;9;10;16;13;11;9;7;7;5;11;12;3;5;4;8;1;5;4;7;5;4;9;6;1;1;1;1;1;
1934;Ryan Gropp;Canada;---;0;0;0;8375;Rytíri Kladno;WSM Liga;Rytíri Kladno;WSM Liga;LW;0;Kamloops;9/16/1996;27;(W) Finesse;Left Handed;Major Junior;14;16;10;0;12;0;18;6;15;8;7;10;3;14;6;9;8;7;6;9;10;11;8;12;20;7;18;14;11;11;10;15;15;1;1;1;1;1;
1937;Benoit-Olivier Groulx;Canada;---;0;0;0;12067;Thetford Assurancia;LNAH;Thetford Assurancia;LNAH;LW, C;0;Halifax;2/6/2000;24;(C) All around;Left Handed;Major Junior;14;12;20;0;19;0;11;15;6;12;10;8;20;6;16;19;5;9;8;16;16;9;10;7;7;10;8;10;8;9;5;8;6;1;1;1;1;1;
1939;Samuel Groulx;Canada;---;0;0;0;16312;Toledo Walleye;ECHL;Toledo Walleye;ECHL;LD;0;Gatineau;6/28/1990;33;(D) Defensive;Left Handed;Major Junior;14;13;19;71;71;0;10;13;6;8;3;9;11;5;10;6;6;5;6;5;8;8;7;1;3;1;4;6;7;11;6;6;3;1;1;1;1;1;
1940;Morgan Barrie;Canada;---;0;0;0;17775;Kitchener Rangers;OHL;Kitchener Rangers;OHL;C;0;Sarnia;1/27/2004;20;(C) Sniper (Physical);Left Handed;None;3;20;20;18;18;18;19;1;12;17;14;11;18;11;14;9;5;13;6;8;14;20;5;7;6;11;9;5;1;2;10;5;7;1;1;1;1;1;
1941;Mathieu Christie;Canada;---;0;0;0;2562;Notre Dame Bantam AAA Hounds;SSBHL;Notre Dame Bantam AAA Hounds;SSBHL;G;0;Neudorf;12/5/2009;14;(G) Butterfly style;Left Handed;None;20;1;20;39;39;39;13;1;4;14;7;10;12;1;13;7;7;9;1;7;4;1;1;1;1;1;1;2;4;8;1;3;1;6;4;2;5;5;
1943;Jérémy Grégoire;Canada;---;0;0;0;15000;Belfast Giants;Elite League;Belfast Giants;Elite League;C, RW;0;Sherbrooke;8/5/1995;28;(C) Power Forward;Right Handed;Major Junior;14;12;20;0;37;0;14;10;8;11;8;13;13;7;9;10;9;8;12;9;8;8;10;10;10;14;11;10;7;12;12;10;13;1;1;1;1;1;
1945;Alex Gudbranson;Canada;---;0;0;0;13750;HC Sierre-Anniviers;Swiss 2nd Div. Group 1;HC Sierre-Anniviers;Swiss 2nd Div. Group 1;RD;0;Orleans;9/3/1994;29;(D) Defensive;Right Handed;Major Junior;15;10;20;4;25;0;10;14;6;6;8;10;6;6;5;5;2;5;14;5;4;11;10;6;6;1;5;8;12;12;7;6;5;1;1;1;1;1;
1946;Erik Gudbranson;Canada;---;0;0;0;82804;Tampa Bay Lightning;NHL;Tampa Bay Lightning;NHL;LD, RD;0;Orleans;1/7/1992;32;(D) Defensive (Physical);Right Handed;Major Junior;18;9;11;44;44;0;13;14;11;12;7;14;12;9;13;10;10;14;16;12;12;15;17;7;6;2;8;10;17;17;13;10;8;1;1;1;1;1;
1947;Carmine Guerrierio;Canada;---;0;0;0;9000;Fife Flyers;Elite League;Fife Flyers;Elite League;G;0;Laval;2/20/1992;32;(G) Butterfly style;Left Handed;College;20;1;15;0;0;0;15;7;6;8;6;10;6;1;8;7;8;10;1;8;7;6;1;1;1;1;1;6;11;11;1;5;1;9;9;9;7;7;
1949;Brendan Guhle;Canada;---;0;0;0;89168;Buffalo Sabres;NHL;Buffalo Sabres;NHL;LD;0;Grande Prairie;7/29/1997;26;(D) Offensive (Physical);Left Handed;Major Junior;17;14;1;0;4;0;14;9;7;8;9;6;7;7;8;10;11;10;15;10;10;11;16;9;11;1;13;16;10;13;11;9;9;1;1;1;1;1;
1951;Zdenek Hlava;Czech Republic;---;0;0;0;16931;HK Mountfield Hradec Králové;Czech Extraliga;HK Mountfield Hradec Králové;Czech Extraliga;LD;0;Litvínov;7/23/2005;18;(D) Defensive (Physical);Left Handed;None;17;5;19;77;77;77;10;2;3;7;9;12;8;3;14;7;5;8;8;4;6;17;7;1;3;1;1;1;7;6;1;1;1;1;1;1;1;1;
1953;Alex Guptill;Canada;Poland;0;0;0;18587;IF Björklöven;HockeyAllsvenskan;IF Björklöven;HockeyAllsvenskan;LW;0;Newmarket;3/5/1992;31;(W) Power Forward;Left Handed;College;10;13;20;0;52;0;8;10;12;9;11;12;9;10;10;9;7;5;14;10;6;11;9;13;10;7;11;11;10;12;9;10;10;1;1;1;1;1;
1954;Pat Trottier;United States;---;0;0;0;5312;University School Milwaukee;HS-WI;University School Milwaukee;HS-WI;RW;0;Somerset;11/21/2006;17;(W) Power Forward;Left Handed;None;10;10;20;44;44;44;12;10;5;10;8;9;5;3;8;7;9;6;4;5;3;12;1;5;3;1;4;3;3;3;4;3;3;1;1;1;1;1;
1955;Gable Mack;United States;---;0;0;0;1839;Ohio State Buckeyes;Big Ten;Ohio State Buckeyes;Big Ten;RD;0;Gates Mills;1/26/2005;19;(D) Standard;Right Handed;None;17;7;20;8;8;8;5;1;2;13;7;12;11;2;9;7;6;6;7;6;10;13;9;4;2;1;3;7;7;9;2;4;3;1;1;1;1;1;
1956;Eric Higgins;United States;---;0;0;0;0;---;---;---;---;LD;0;Kings Mill;2/14/2003;21;(D) Defensive (Physical);Left Handed;None;14;8;14;29;29;29;6;6;3;5;9;11;14;3;15;7;3;10;9;6;7;10;6;1;4;1;1;2;8;6;1;1;2;1;1;1;1;1;
1958;Carl Gélinas;Canada;---;0;0;0;12562;Herlev Eagles;Metal Ligaen;Herlev Eagles;Metal Ligaen;LW;0;---;2/6/1992;32;(W) All around;Left Handed;Major Junior;14;15;20;9;9;0;17;15;8;13;8;12;9;8;11;7;6;6;9;5;9;10;9;10;9;6;11;9;5;12;11;9;9;1;1;1;1;1;
1959;Guillaume Gélinas;Canada;---;0;0;0;11000;Briançon HC;National League 1;Briançon HC;National League 1;LD;0;Quebec City;6/14/1993;30;(D) Offensive (Finesse);Left Handed;Major Junior;14;13;15;5;26;0;13;8;5;3;9;10;7;10;4;9;10;6;8;10;8;6;10;5;5;2;14;10;8;10;9;7;6;1;1;1;1;1;
1962;Éric Gélinas;Canada;---;3;0;0;55379;EHC Kloten Flyers;National League A;EHC Kloten Flyers;National League A;LD, RD;0;Ottawa;5/8/1991;32;(D) Pointman (Physical);Left Handed;Major Junior;13;14;10;44;44;2;11;10;10;7;11;13;11;11;9;9;10;10;12;10;9;12;12;6;8;1;7;13;12;14;14;11;9;1;1;1;1;1;
1963;Victor Caillard;Canada;---;0;0;0;15365;Baie-Comeau Drakkar;QMJHL;Baie-Comeau Drakkar;QMJHL;RD;0;St. Jerome;7/4/2006;17;(D) Defensive;Right Handed;None;20;2;20;77;77;77;14;4;5;4;11;10;5;3;6;8;8;14;5;8;7;13;9;2;5;2;1;4;8;8;1;3;1;1;1;1;1;1;
1964;Justin Haché;Canada;---;0;0;0;13750;Sparta Warriors;GET Ligaen;Sparta Warriors;GET Ligaen;LD;0;Petit-Rocher;1/10/1994;30;(D) Standard;Left Handed;Major Junior;14;14;18;0;28;0;10;9;8;6;9;10;11;7;10;9;8;5;11;9;5;11;10;6;10;3;6;8;9;12;8;8;7;1;1;1;1;1;
1966;Bates Bates;United States;---;0;0;0;636;Manhattanville Valiants;ECAC West;Manhattanville Valiants;ECAC West;C;0;Mount Vernon;6/28/2006;17;(C) Defensive;Left Handed;None;16;5;17;26;26;26;19;10;2;9;11;12;7;2;10;8;4;7;4;11;10;12;7;3;2;7;2;4;5;5;1;3;3;1;1;1;1;1;
1968;Matt Hackett;Canada;Czech Republic;0;0;0;16931;HK Mountfield Hradec Králové;Czech Extraliga;HK Mountfield Hradec Králové;Czech Extraliga;G;0;London;3/7/1990;33;(G) Butterfly style;Left Handed;Major Junior;20;1;20;31;31;31;14;5;8;7;14;9;7;1;8;10;13;11;1;10;8;6;1;1;1;1;1;9;6;13;1;7;1;11;12;10;14;10;
1969;Will Jean;Canada;---;0;0;0;641;Framingham State Rams;MASCAC;Framingham State Rams;MASCAC;RW;0;Surrey;11/20/2004;19;(W) Power Forward;Right Handed;None;11;12;12;33;33;33;6;8;6;19;10;9;10;5;4;7;3;11;5;7;14;20;1;8;1;1;1;4;1;4;4;1;7;1;1;1;1;1;
1970;Xavier Morris;Canada;---;0;0;0;2562;Northeast Panthers;RAMHL;Northeast Panthers;RAMHL;LW, RW;0;Morinville;6/16/2008;15;(W) Power Forward;Right Handed;None;10;15;20;11;11;11;9;11;11;7;10;12;13;10;10;8;5;6;9;8;13;12;6;10;6;1;9;7;6;5;8;2;6;1;1;1;1;1;
1971;Denis Weiß;Germany;---;0;0;0;15489;Heilbronner Falken;DEL2;Heilbronner Falken;DEL2;RD;0;Reutlingen;12/29/2004;19;(D) Defensive (Physical);Right Handed;None;16;8;20;7;7;3;14;7;6;9;6;8;12;4;10;7;7;14;10;7;14;12;9;2;7;2;3;5;10;6;4;3;4;1;1;1;1;1;
1972;Darren Smith;United States;---;0;0;0;5312;Arrowhead;HS-WI;Arrowhead;HS-WI;RD;0;Hartland;8/27/2008;15;(D) Defensive (Physical);Left Handed;None;17;3;19;2;2;2;9;17;1;4;9;4;8;3;8;7;2;6;7;6;5;2;7;2;1;1;1;1;5;4;1;1;1;1;1;1;1;1;
1973;Nicolas Hague;Canada;---;0;0;0;25860;Syracuse Crunch;AHL;Syracuse Crunch;AHL;LD;0;Kitchener;12/5/1998;25;(D) Defensive (Physical);Left Handed;Major Junior;20;5;7;0;41;0;7;18;6;9;8;14;16;6;10;9;5;17;13;8;10;18;11;2;5;2;3;4;9;13;3;3;3;1;1;1;1;1;
1976;Rodney Palmer;Canada;---;0;0;0;17747;Aldergrove Kodiaks;PIJHL;Aldergrove Kodiaks;PIJHL;LW;0;Brandon;3/1/2005;18;(W) Power Forward;Left Handed;None;14;9;19;63;63;63;17;6;3;19;1;12;15;1;16;7;5;12;8;7;14;18;4;4;1;2;2;4;6;5;2;2;4;1;1;1;1;1;
1977;Tully Fletcher;United States;---;0;0;0;1312;Belle Tire U16;USU16E;Belle Tire U16;USU16E;G;0;Detroit;6/13/2008;15;(G) Hybrid style;Left Handed;None;20;1;19;34;34;34;12;14;2;19;8;7;8;1;9;5;8;5;1;1;6;4;1;1;1;1;1;2;5;8;1;2;1;2;3;3;2;7;
1978;Matt Halischuk;Canada;---;2;0;0;48810;Severstal Cherepovets;Kontinental Hockey League;Severstal Cherepovets;Kontinental Hockey League;LW, RW;0;Toronto;6/1/1988;35;(W) Grinder;Right Handed;None;16;11;20;8;15;9;12;8;9;11;10;13;13;9;17;4;5;4;14;6;4;4;18;10;9;9;7;11;12;13;10;10;13;1;1;1;1;1;
1980;Austin Hall;Canada;---;0;0;0;0;---;---;---;---;RD;0;Belle River;4/8/1997;26;(D) Standard;Right Handed;Major Junior;13;12;2;0;10;0;13;14;4;8;3;5;5;4;2;6;7;15;11;8;6;5;14;2;4;1;5;9;11;12;2;2;1;1;1;1;1;1;
1981;Connor Hall;Canada;---;0;0;0;16312;Toledo Walleye;ECHL;Toledo Walleye;ECHL;LD;0;Cambridge;2/21/1998;26;(D) Defensive (Physical);Left Handed;Major Junior;17;9;14;0;7;0;11;10;5;15;1;13;10;5;5;9;10;19;11;11;11;17;10;2;3;1;3;2;8;10;1;3;1;1;1;1;1;1;
1983;Taylor Hall;Canada;---;18;6;9;375600;Washington Capitals;NHL;Washington Capitals;NHL;LW;0;Calgary;11/14/1991;32;(W) All around;Left Handed;Major Junior;11;19;10;4;4;11;18;12;16;13;18;18;16;16;15;20;16;15;11;19;17;13;14;15;19;10;15;18;17;17;13;16;17;1;1;1;1;1;
1984;Zach Hall;Canada;---;0;0;0;12562;IC Epinal;Magnus League;IC Epinal;Magnus League;LW, C;0;Belleville;4/29/1993;30;(W) Power Forward;Left Handed;Major Junior;10;13;16;19;28;0;11;14;8;9;6;6;5;7;5;6;4;3;5;2;2;5;5;7;9;6;7;6;4;8;5;7;6;1;1;1;1;1;
1986;Mike Halmo;Canada;---;0;0;0;12687;FBI VEU Feldkirch;Alps League;FBI VEU Feldkirch;Alps League;LW, C;0;Waterloo;5/15/1991;32;(W) Grinder;Left Handed;Major Junior;11;14;20;20;28;0;9;13;8;10;7;11;13;8;10;6;3;9;14;6;3;10;8;7;6;7;6;8;10;10;6;8;8;1;1;1;1;1;
1987;Dalton Hamaliuk;Canada;---;0;0;0;3125;1928 KTH Krynica;First League;1928 KTH Krynica;First League;LD;0;Leduc;3/21/1998;25;(D) Standard;Left Handed;Major Junior;15;7;15;0;32;0;10;5;3;14;10;11;12;3;15;5;6;14;8;6;9;16;9;1;2;1;2;5;7;10;2;2;1;1;1;1;1;1;
1988;James Hamblin;Canada;---;0;0;0;24500;St. John's IceCaps;AHL;St. John's IceCaps;AHL;C;0;Edmonton;4/27/1999;24;(C) Finesse;Left Handed;Major Junior;14;15;3;10;10;0;19;2;10;6;3;10;8;13;11;7;9;7;2;10;10;4;6;6;12;10;9;5;4;6;7;9;10;1;1;1;1;1;
1989;Brendand Gibson;United States;---;0;0;0;814;Wisconsin-Stevens Point Pointers;NCHA;Wisconsin-Stevens Point Pointers;NCHA;RW;0;Chesterfield;8/3/2003;20;(W) Grinder;Right Handed;None;10;10;20;24;24;24;14;11;1;1;7;5;4;1;1;5;4;10;8;6;11;11;7;2;1;1;1;2;1;2;2;3;3;1;1;1;1;1;
1990;Jass Crawford;Canada;---;0;0;0;16635;Sudbury Wolves;OHL;Sudbury Wolves;OHL;C;0;Thunder Bay;4/20/2005;18;(C) Finesse;Right Handed;None;11;13;19;47;47;47;15;5;12;8;2;12;6;10;5;12;6;7;1;11;8;4;3;7;8;5;5;4;2;4;5;9;7;1;1;1;1;1;
1993;Curtis Hamilton;Canada;Czech Republic;15;8;3;15865;PSG Zlín;Czech Extraliga;PSG Zlín;Czech Extraliga;LW;0;Kelowna;12/4/1991;32;(W) Power Forward;Left Handed;Major Junior;15;12;11;9;13;13;15;11;11;16;10;14;13;12;14;12;11;15;13;10;13;15;13;11;9;7;9;11;12;14;10;10;11;1;1;1;1;1;
1994;Dougie Hamilton;Canada;---;16;1;3;196139;Calgary Flames;NHL;Calgary Flames;NHL;RD;0;Toronto;6/17/1993;30;(D) Offensive (Finesse);Right Handed;Major Junior;14;16;10;27;27;3;15;8;17;10;12;17;13;18;13;15;16;13;12;16;16;15;13;8;13;7;14;18;17;18;17;17;15;1;1;1;1;1;
1995;Freddie Hamilton;Canada;---;0;0;0;14613;HC '05 Banská Bystrica;Slovakian Liga;HC '05 Banská Bystrica;Slovakian Liga;C, RW;0;Toronto;1/1/1992;32;(C) All around;Right Handed;Major Junior;13;13;15;13;11;0;12;6;11;10;12;12;12;10;8;8;6;6;12;8;6;7;11;8;9;14;11;12;11;14;9;9;8;1;1;1;1;1;
1996;Robert Hamilton;Canada;---;0;0;0;12470;Sorel-Tracy Éperviers;LNAH;Sorel-Tracy Éperviers;LNAH;LD;0;Calgary;1/1/1994;30;(D) Defensive;Left Handed;None;20;4;11;0;0;0;9;5;4;6;8;9;7;4;8;9;10;8;7;10;7;5;14;4;6;2;5;5;9;12;3;6;3;1;1;1;1;1;
1997;Kelsey Richard;Canada;---;0;0;0;16615;Peterborough Petes;OHL;Peterborough Petes;OHL;LD;0;Niagara Falls;3/6/2005;18;(D) Rugged;Left Handed;None;17;9;18;6;6;6;11;4;6;12;9;11;5;4;8;7;5;10;10;8;13;14;8;2;6;1;7;5;7;7;2;2;4;1;1;1;1;1;
1998;Wacey Hamilton;Canada;---;0;0;0;12562;Odense Bulldogs;Metal Ligaen;Odense Bulldogs;Metal Ligaen;C;0;Cochrane;9/10/1990;33;(C) Defensive;Left Handed;Major Junior;14;10;18;36;36;0;12;14;6;12;9;10;15;10;15;7;6;7;9;8;8;6;12;11;8;13;6;9;9;13;8;10;8;1;1;1;1;1;
1999;Tony Helkearo;Finland;---;0;0;0;48350;Lehigh Valley Phantoms;AHL;Philadelphia Flyers;NHL;C;0;Helsinki;3/15/2003;20;(C) Playmaker;Left Handed;None;11;9;9;44;44;44;11;5;7;12;17;14;12;8;12;11;5;8;10;11;13;8;7;9;12;12;9;14;10;9;9;11;9;1;1;1;1;1;
2000;Tyler Mattson;United States;---;0;0;0;0;---;---;---;---;LD, RD;0;Holden;7/21/2002;21;(D) Enforcer;Right Handed;None;14;7;20;44;44;44;9;12;2;3;2;3;3;1;6;4;6;14;6;5;12;14;4;1;2;1;1;3;4;7;1;3;1;1;1;1;1;1;
2001;David Shero;United States;---;0;0;0;4720;Divine Child;HS-MI;Divine Child;HS-MI;C;0;Dearborn;8/11/2008;15;(C) Defensive;Left Handed;None;16;3;20;74;74;74;13;7;1;3;10;5;1;1;1;4;3;8;5;5;6;4;6;3;2;7;1;3;7;7;1;2;1;1;1;1;1;1;
2002;Nilan Brady;United States;---;0;0;0;1851;Massachusetts-Lowell River Hawks;HE;Massachusetts-Lowell River Hawks;HE;LW;0;Overland Park;1/25/2004;20;(W) Power Forward;Left Handed;None;14;9;20;70;70;70;20;11;2;6;9;5;9;1;4;7;6;9;9;7;14;14;7;8;3;2;6;4;5;7;3;5;5;1;1;1;1;1;
2003;Rudy Fontanive;Italy;---;2;0;0;5062;HC Nuovo Fiemme '97 Cavalese Jrs;Ita Jrs;HC Nuovo Fiemme '97 Cavalese Jrs;Ita Jrs;G;0;Brescia;7/4/2005;18;(G) Hybrid style;Right Handed;None;20;1;20;35;35;35;11;5;6;7;4;9;4;1;9;6;15;12;1;6;9;3;1;1;1;1;1;8;5;7;1;7;1;8;6;5;3;10;
2004;Travis Hamonic;Canada;---;0;0;0;113657;Florida Panthers;NHL;Florida Panthers;NHL;RD;0;Winnipeg;8/16/1990;33;(D) Defensive (Physical);Right Handed;Major Junior;17;13;15;3;3;0;17;13;16;16;9;17;14;11;15;14;15;12;16;14;16;16;17;8;11;5;12;14;17;18;14;12;10;1;1;1;1;1;
2005;Paul Hårdstam;Sweden;---;0;0;0;18932;IF Vallentuna BK;First Division;IF Vallentuna BK;First Division;LD, RD;0;Uppsala;12/7/2001;22;(D) Defensive (Physical);Left Handed;None;16;14;17;27;27;27;4;15;4;9;4;4;7;4;4;7;7;19;8;8;12;20;9;1;4;1;1;3;8;8;2;1;1;1;1;1;1;1;
