Id;Name;Club Playing;Club Contracted;Positions Short;Age;Handedness;Squad Number;Determination;Aggression;Anticipation;Bravery;Flair;Influence;Teamwork;Creativity;Work Rate;Acceleration;Agility;Balance;Hitting;Speed;Stamina;Strength;Checking;Deflections;Deking;Faceoffs;Off The Puck;Passing;Pokecheck;Positioning;Slapshot;Stickhandling;Wristshot;Blocker;Glove;Rebound Control;Recovery;Reflexes;
3818;Craig Cuddington;Kelowna Rockets;Kelowna Rockets;C;16;Right Handed;36;11;3;6;10;7;12;17;5;20;7;8;7;4;9;12;3;8;1;4;8;4;5;9;5;3;5;3;1;1;1;1;1;
3819;Wally Carle;Minnesota State Mavericks;Minnesota State Mavericks;G;17;Left Handed;39;12;7;3;15;10;1;13;1;14;2;8;8;1;6;12;1;1;1;1;1;1;2;6;9;1;2;1;4;5;6;3;9;
3820;Scott Sabourin;Sheffield Steelers;Sheffield Steelers;LW, RW;28;Left Handed;25;12;16;9;12;6;7;8;6;8;9;6;9;16;10;8;13;13;9;8;7;8;11;11;11;10;8;9;1;1;1;1;1;
3822;Dylan Sadowy;Nottingham Panthers;Nottingham Panthers;LW;24;Left Handed;10;13;14;10;11;10;11;14;11;15;9;12;14;11;10;12;14;8;11;11;6;12;10;8;10;10;9;11;1;1;1;1;1;
3823;Brandon Saigeon;Wilkes-Barre/Scranton Penguins;Pittsburgh Penguins;LW, C;22;Left Handed;17;12;10;10;10;14;13;13;16;13;15;14;12;10;15;12;13;12;9;11;11;9;10;7;6;9;9;9;1;1;1;1;1;
3826;B.J. Salerno;HK 95 Povazská Bystrica;HK 95 Povazská Bystrica;C;25;Left Handed;0;5;12;13;9;10;6;9;9;4;8;4;5;6;5;4;3;4;10;7;8;11;4;3;5;9;6;9;1;1;1;1;1;
3827;Anthony Salinitri;---;---;C;22;Left Handed;10;11;4;13;1;8;5;3;12;3;10;6;7;1;9;13;4;2;6;10;5;10;6;1;2;8;7;8;1;1;1;1;1;
3828;Dante Salituro;EC Die Adler Kitzbühel;EC Die Adler Kitzbühel;C;23;Right Handed;96;10;13;11;10;11;13;15;13;14;10;12;13;16;13;11;11;8;15;10;10;12;11;9;9;11;10;12;1;1;1;1;1;
3829;Jordan Sambrook;Grand Rapids Griffins;Detroit Red Wings;RD;22;Right Handed;30;11;8;7;14;5;12;11;6;15;9;10;15;14;14;11;16;14;8;8;3;10;8;13;13;8;4;5;1;1;1;1;1;
3831;Nicholas Sanders;Indy Fuel;Indy Fuel;G;22;Left Handed;30;18;2;7;5;8;10;12;1;12;8;18;12;1;9;12;11;1;1;1;1;1;6;12;14;1;7;1;11;11;6;11;9;
3833;Carter Sandlak;TH Unia Oswiecim;TH Unia Oswiecim;LW;27;Left Handed;26;10;11;5;10;7;6;8;4;7;8;6;7;11;8;5;11;10;10;8;4;4;6;6;9;6;9;5;1;1;1;1;1;
3836;Cole Sanford;HDD Olimpija Ljubljana;HDD Olimpija Ljubljana;RW;25;Right Handed;26;16;11;12;12;11;9;10;12;5;11;11;7;4;12;8;6;8;13;11;3;10;10;3;9;13;7;14;1;1;1;1;1;
3837;Travis Sanheim;Chicago Blackhawks;Chicago Blackhawks;LD;24;Left Handed;32;15;7;11;8;9;10;10;15;10;13;14;13;10;13;11;15;14;8;11;3;18;18;14;13;14;16;10;1;1;1;1;1;
3838;Alexis Sansfacon;Annecy SG;Annecy SG;LD;21;Left Handed;0;18;13;1;9;10;9;4;1;10;8;2;16;9;10;7;17;10;2;1;1;3;5;9;10;2;2;2;1;1;1;1;1;
3839;Michael Santaguida;Utah Grizzlies;Utah Grizzlies;G;27;Left Handed;0;10;4;8;15;5;9;2;1;5;6;12;9;1;11;11;6;1;1;1;1;1;9;9;11;1;7;1;9;11;8;7;8;
3840;Sigurdur Gudmundsson;Skautafélag Reykjavíkur 3 Flokkur;Skautafélag Reykjavíkur 3 Flokkur;LD, RD;16;Left Handed;5;12;4;3;12;6;7;13;3;10;8;5;7;1;7;10;5;7;1;1;1;1;6;7;7;1;4;4;1;1;1;1;1;
3841;Mark Santorelli;HC La Chaux-de-Fonds;HC La Chaux-de-Fonds;C, RW;32;Right Handed;11;10;5;9;7;8;8;10;9;8;10;11;9;6;10;15;11;8;9;8;9;8;9;7;10;8;9;9;1;1;1;1;1;
3842;Mathew Santos;HC Kunlun Red Star;HC Kunlun Red Star;RW;25;Right Handed;26;11;9;12;9;9;13;15;13;11;12;8;10;10;9;13;12;12;13;10;9;12;12;12;13;12;9;10;1;1;1;1;1;
3843;Patrick Sanvido;Albany Devils;Albany Devils;LD;24;Left Handed;2;12;14;6;14;7;13;14;6;15;9;7;13;14;10;9;20;10;7;4;1;6;6;10;11;7;5;7;1;1;1;1;1;
3845;Martin Peskine;Collège Charles-Lemoyne Dynamiques;Collège Charles-Lemoyne Dynamiques;RW;15;Right Handed;64;12;20;3;5;2;8;5;1;7;6;11;8;8;5;8;7;7;3;3;1;5;2;5;6;1;2;4;1;1;1;1;1;
3846;Charles Sarault;Tulsa Oilers;Tulsa Oilers;C;28;Left Handed;17;12;6;10;9;11;11;12;10;11;11;13;9;6;10;8;7;10;5;11;14;10;13;4;10;7;12;7;1;1;1;1;1;
3847;Nathan Da Costa;Dieppe Commandos;Dieppe Commandos;LW;17;Right Handed;40;17;2;1;8;10;11;5;2;6;8;7;14;8;7;8;6;8;6;1;2;2;5;5;6;3;6;3;1;1;1;1;1;
3848;Braylon O'Neil;Flint Firebirds;Flint Firebirds;RW;17;Right Handed;69;10;11;4;12;9;9;8;4;5;10;8;8;9;10;8;9;7;8;4;3;4;6;6;9;4;4;5;1;1;1;1;1;
3850;Alex Saulnier;PSG Zlín;PSG Zlín;LW, C;28;Left Handed;14;11;5;12;12;6;12;11;13;11;8;8;6;5;10;12;8;8;13;8;6;15;10;6;9;8;9;12;1;1;1;1;1;
3851;Kacper Whited;HoneyBaked U16;HoneyBaked U16;LW;16;Left Handed;56;13;7;12;8;4;5;8;13;7;8;8;3;2;5;8;2;2;5;5;1;7;5;4;1;5;6;6;1;1;1;1;1;
3852;Clarke Saunders;Toledo Walleye;Toledo Walleye;G;31;Left Handed;33;12;7;4;5;9;6;6;1;5;5;6;5;1;5;9;17;1;1;1;1;1;3;6;11;1;6;1;8;9;8;6;6;
3853;Lewis Glaude;Cornwall Superior Thunder;Cornwall Superior Thunder;RW;15;Right Handed;77;18;7;12;9;7;12;7;12;13;7;6;5;6;10;7;8;6;7;5;3;6;4;2;5;6;2;8;1;1;1;1;1;
3855;Ashton Sautner;Roanoke Rail Yard Dawgs;Roanoke Rail Yard Dawgs;LD;26;Left Handed;6;10;9;5;4;8;9;9;8;8;10;11;8;5;10;9;8;8;2;5;1;9;10;7;8;5;9;3;1;1;1;1;1;
3856;Maxime Sauvé;Rouen Hockey Elite 76;Rouen Hockey Elite 76;C, RW;30;Left Handed;18;13;7;9;8;10;10;11;8;15;10;10;10;6;11;9;10;10;10;11;14;11;11;10;13;11;11;12;1;1;1;1;1;
3857;Yann Sauvé;Trois-Rivieres Blizzard;Trois-Rivieres Blizzard;LD, RD;30;Left Handed;0;11;13;5;8;5;5;6;5;9;6;5;10;10;8;10;13;8;6;4;1;8;6;10;11;9;3;6;1;1;1;1;1;
3858;Cory McRae;Minnesota Iron Rangers;Minnesota Iron Rangers;C;17;Right Handed;75;11;5;5;9;10;3;2;6;1;7;6;7;3;6;3;9;1;4;1;5;2;4;1;1;6;1;3;1;1;1;1;1;
3859;David Savard;Columbus Blue Jackets;Columbus Blue Jackets;LD, RD;29;Right Handed;58;13;10;12;8;13;10;12;13;11;11;13;13;14;11;12;16;14;7;11;4;14;15;12;15;14;12;9;1;1;1;1;1;
3860;Kristofer O'Brien;Drummondville Voltigeurs;Drummondville Voltigeurs;G;17;Left Handed;1;13;1;4;9;1;4;4;1;2;5;10;6;1;6;13;1;1;1;1;1;1;5;7;8;1;3;1;4;4;7;1;7;
3862;Erich Schuldt;Chicago Chill U16;Chicago Chill U16;RD, RW;15;Left Handed;5;15;13;5;7;6;13;8;5;8;6;5;11;7;5;9;12;7;2;6;2;2;3;9;8;6;2;2;1;1;1;1;1;
3863;Zachary Sawchenko;HDD SIJ Acroni Jesenice;HDD SIJ Acroni Jesenice;G;22;Left Handed;31;15;5;7;6;9;4;11;1;10;7;9;8;1;7;13;7;1;1;1;1;1;7;5;9;1;6;1;11;9;7;10;6;
3864;Marco Scandella;---;---;LD;30;Left Handed;6;15;14;12;8;9;12;12;9;12;9;10;6;14;11;14;12;19;6;9;5;13;14;16;18;13;13;12;1;1;1;1;1;
3865;Reece Scarlett;HC Kometa Brno;HC Kometa Brno;LD, RD;27;Right Handed;24;12;8;10;9;9;11;9;9;9;10;12;8;9;10;8;9;9;6;8;3;12;11;10;11;9;11;6;1;1;1;1;1;
3866;Colton Sceviour;Fehérvár AV19;Fehérvár AV19;RW;31;Right Handed;22;14;13;15;13;8;13;17;10;18;13;14;13;11;14;13;13;17;10;9;7;11;14;14;16;12;9;14;1;1;1;1;1;
3868;Bryan Glienke;Erie Otters;Erie Otters;LD;18;Left Handed;4;12;16;4;3;11;8;8;3;2;9;8;13;9;8;12;9;9;3;3;1;1;1;9;8;3;2;3;1;1;1;1;1;
3870;Lane Scheidl;---;---;LW, RW;28;Right Handed;21;10;10;8;5;10;7;7;6;6;8;8;4;5;8;11;9;3;7;7;2;4;4;3;6;9;4;9;1;1;1;1;1;
3871;Mark Scheifele;Winnipeg Jets;Winnipeg Jets;C;27;Right Handed;55;18;10;17;10;15;17;17;17;16;14;14;13;10;14;15;13;15;15;14;14;15;17;16;15;14;17;15;1;1;1;1;1;
3873;Hogan Gallagher;Blake;Blake;LD, RD;16;Left Handed;8;15;10;4;10;6;10;16;2;15;8;4;9;7;8;9;9;9;3;5;1;4;1;7;8;3;1;2;1;1;1;1;1;
3876;Geoffrey Schemitsch;HC Gherdëina;HC Gherdëina;RD;28;Right Handed;26;14;7;9;10;5;12;13;10;12;10;11;10;10;9;11;14;11;8;7;6;8;10;10;13;7;9;7;1;1;1;1;1;
3877;Thomas Schemitsch;ASG Angers;ASG Angers;LD;23;Right Handed;4;8;8;5;1;9;5;5;5;6;5;5;7;9;5;9;15;9;6;7;2;8;9;7;8;5;8;5;1;1;1;1;1;
3878;Brayden Schenn;Detroit Red Wings;Detroit Red Wings;LW, C;29;Left Handed;10;14;13;14;14;14;15;14;15;17;15;14;11;16;15;13;12;15;9;14;12;14;16;14;14;12;15;17;1;1;1;1;1;
3879;Luke Schenn;HC Kunlun Red Star;HC Kunlun Red Star;RD;30;Right Handed;22;11;14;12;15;9;14;13;9;13;6;8;11;17;7;13;17;12;7;7;5;7;9;14;15;14;6;6;1;1;1;1;1;
3880;Drew Schiestel;Aalborg Pirates;Aalborg Pirates;LD, RD;31;Right Handed;21;11;9;12;9;10;12;11;13;10;12;11;10;10;11;11;12;10;6;6;5;9;14;9;12;12;9;12;1;1;1;1;1;
3881;Liam Schioler;San Diego Gulls;San Diego Gulls;LD;22;Left Handed;55;11;20;3;6;4;8;5;3;6;10;5;11;11;11;7;10;12;3;4;1;4;6;9;12;1;3;3;1;1;1;1;1;
3882;David Schlemko;---;---;LD, RD;33;Left Handed;8;14;7;9;3;10;7;11;11;10;14;12;11;9;12;14;10;13;7;9;3;10;13;13;15;11;12;7;1;1;1;1;1;
3884;Radim Smolka;HC AZ Havírov 2010 Jrs;HC AZ Havírov 2010 Jrs;LD;17;Left Handed;7;12;20;5;7;11;11;7;5;9;9;7;13;9;10;10;13;10;4;6;3;3;10;11;10;4;6;5;1;1;1;1;1;
3886;Tyler Schmidt;Chamonix-Morzine HC;Chamonix-Morzine HC;LD;30;Left Handed;23;15;13;12;14;5;14;11;12;12;13;12;13;13;13;14;13;14;9;7;2;12;11;12;15;10;9;11;1;1;1;1;1;
3887;Domenic Schmiemann;Los Angeles Kings;Los Angeles Kings;LD;21;Left Handed;0;15;15;3;14;11;8;11;1;10;8;9;20;10;10;10;18;10;3;3;1;2;3;4;10;2;3;2;1;1;1;1;1;
3890;Brendan Schneider;Buffalo Sabres;Buffalo Sabres;C;22;Right Handed;0;15;2;13;14;14;9;14;12;10;6;7;5;1;9;8;3;1;3;5;5;5;5;2;1;2;3;5;1;1;1;1;1;
3892;Nick Schneider;Pensacola Ice Flyers;Pensacola Ice Flyers;G;23;Right Handed;31;8;10;4;5;7;5;5;1;5;2;12;12;1;5;10;9;1;1;1;1;1;5;9;10;1;7;1;8;6;4;8;8;
3893;Adam Maller;LA Selects U18;LA Selects U18;C, RW;17;Right Handed;32;18;13;5;17;7;9;19;3;16;9;8;12;11;7;14;11;10;7;1;7;3;5;6;7;2;1;5;1;1;1;1;1;
3894;Ian Schultz;Cardiff Devils;Cardiff Devils;C, RW;30;Right Handed;11;15;15;8;15;7;10;12;7;12;11;11;8;15;11;10;13;8;11;5;4;5;5;6;8;8;5;8;1;1;1;1;1;
3895;Jeff Schultz;Düsseldorfer EG;Düsseldorfer EG;LD;34;Left Handed;55;12;7;12;11;8;13;13;6;12;9;7;16;10;9;17;17;15;10;8;5;7;10;14;15;9;8;7;1;1;1;1;1;
3896;Justin Schultz;Washington Capitals;Washington Capitals;RD;30;Right Handed;19;13;6;15;7;15;14;15;17;14;15;16;14;6;16;16;11;14;8;14;7;14;16;12;13;15;17;14;1;1;1;1;1;
3897;Rick Lee;Murrayfield Ravens U20;Murrayfield Ravens U20;RD;15;Right Handed;7;14;18;3;14;7;1;4;1;1;6;4;6;8;6;9;6;6;1;1;1;1;1;5;7;1;2;1;1;1;1;1;1;
3898;Chad Grillo;RIT Tigers;RIT Tigers;RD;18;Left Handed;77;12;1;4;7;6;1;5;1;8;8;8;12;8;7;11;11;9;1;2;1;1;3;6;7;2;2;1;1;1;1;1;1;
3902;Jaden Schwartz;New Jersey Devils;New Jersey Devils;LW;28;Left Handed;17;16;12;17;12;14;15;15;16;14;17;15;14;10;18;14;12;15;12;16;12;18;16;16;14;15;15;15;1;1;1;1;1;
3903;Carson Kennedy;Soo Indians 18U;Soo Indians 18U;RD;16;Right Handed;5;4;18;2;8;10;6;7;2;2;9;5;8;6;7;7;9;9;1;1;1;3;7;7;9;1;2;3;1;1;1;1;1;
3905;Noah Schwarz;Rivière-du-Loup 3L;Rivière-du-Loup 3L;C;28;Left Handed;0;6;13;9;12;8;10;12;8;14;6;6;6;9;6;7;9;10;9;8;12;7;9;8;10;8;9;8;1;1;1;1;1;
3908;Greg Scott;CSKA Moscow;CSKA Moscow;C;32;Right Handed;41;15;11;13;14;12;11;14;15;14;11;11;12;10;11;14;11;9;10;11;15;13;12;8;11;9;11;13;1;1;1;1;1;
3909;Ian Scott;Winnipeg Jets;Winnipeg Jets;G;21;Left Handed;33;15;8;6;11;9;12;13;1;11;11;17;12;1;7;14;6;1;1;1;1;1;10;11;18;1;7;1;15;14;11;8;13;
3910;Justin Scott;HC Vita Hästen;HC Vita Hästen;LW, C, RW;25;Left Handed;17;10;17;15;12;10;11;11;11;13;10;12;9;9;11;12;12;8;9;14;12;10;8;10;8;6;9;7;1;1;1;1;1;
3912;Ben Scrivens;Eisbären Berlin;Eisbären Berlin;G;34;Left Handed;30;13;8;12;12;12;9;10;1;12;5;11;11;1;5;10;11;1;1;1;1;1;10;10;15;1;12;1;14;13;14;12;13;
3913;Brent Seabrook;Boston Bruins;Boston Bruins;RD;35;Right Handed;7;16;9;17;14;13;17;17;15;14;14;16;17;12;15;17;16;15;9;12;4;15;16;13;18;17;14;13;1;1;1;1;1;
3914;Cory Lundbohm;American International Yellow Jackets;American International Yellow Jackets;LW, RW;18;Left Handed;64;18;1;10;1;2;1;6;12;5;8;4;5;1;7;9;2;1;6;5;1;8;2;1;1;8;2;8;1;1;1;1;1;
3915;Cameron Searles;Peoria Rivermen;Peoria Rivermen;LW, C;22;Left Handed;0;7;8;15;11;7;7;13;12;16;8;10;9;9;11;12;18;4;14;7;12;8;6;4;5;13;4;10;1;1;1;1;1;
3917;Justin Sefton;Generals Kiev;Generals Kiev;LD, RD;27;Right Handed;3;5;13;6;8;5;8;5;5;7;7;7;7;11;5;4;14;8;3;3;1;5;5;6;9;5;2;6;1;1;1;1;1;
3918;Hugh Forrest;Capital Centre Pride U16;Capital Centre Pride U16;RD;16;Right Handed;5;10;4;8;11;14;12;4;11;5;5;6;2;1;6;7;4;2;6;5;2;8;6;5;2;7;7;6;1;1;1;1;1;
3919;Feng-yi Feng;CN Link HK U18;CN Link HK U18;C;15;Left Handed;16;11;2;3;9;10;5;4;3;4;7;7;8;7;9;9;6;7;5;4;8;1;4;8;9;3;5;2;1;1;1;1;1;
3920;Tyler Seguin;Toronto Maple Leafs;Toronto Maple Leafs;C, RW;28;Right Handed;91;17;11;19;11;18;16;15;19;16;17;17;16;11;17;17;14;13;15;17;18;17;16;16;13;17;17;19;1;1;1;1;1;
3922;Charlie Donovan;Sioux City Musketeers;Sioux City Musketeers;LD, RD;17;Left Handed;26;10;4;7;8;11;9;11;7;15;9;7;12;10;13;11;13;8;2;7;2;6;3;11;11;6;4;4;1;1;1;1;1;
3923;Peter Larsen;Gentofte Stars;Gentofte Stars;RW;19;Left Handed;59;16;4;7;3;4;6;9;9;2;6;4;9;1;7;9;9;1;8;1;1;8;5;1;1;6;3;6;1;1;1;1;1;
3924;Brendan Semchuk;Vancouver Canucks;Vancouver Canucks;RW;21;Right Handed;27;13;7;13;8;6;6;11;10;6;9;13;9;9;14;15;11;7;9;7;5;6;6;7;6;6;7;7;1;1;1;1;1;
3925;Brett Seney;Dallas Stars;Dallas Stars;LW;24;Left Handed;0;16;4;17;13;8;11;16;17;14;12;9;9;7;12;15;4;10;12;20;7;19;15;12;12;13;16;16;1;1;1;1;1;
3926;Zachary Senyshyn;Ottawa Senators;Ottawa Senators;RW;23;Right Handed;9;15;3;11;6;15;13;18;15;18;12;12;7;3;11;12;8;6;11;13;5;10;5;6;5;7;10;9;1;1;1;1;1;
3927;Brennan Serville;Quad City Mallards;Quad City Mallards;RD;27;Right Handed;26;20;8;6;15;8;7;10;5;10;5;4;9;9;6;8;15;11;5;4;2;5;9;10;10;6;6;4;1;1;1;1;1;
3928;Devin Setoguchi;Straubing Tigers;Straubing Tigers;RW;33;Right Handed;10;12;6;11;8;15;12;13;13;12;11;10;9;10;13;10;10;10;11;13;7;8;12;13;10;9;13;12;1;1;1;1;1;
3929;Austin Sevalrud;Danville Dashers;Danville Dashers;LD, RD;29;Left Handed;0;3;16;7;11;8;11;11;5;12;5;4;11;15;5;9;17;9;4;7;5;6;6;6;11;6;4;4;1;1;1;1;1;
3930;Damon Severson;New Jersey Devils;New Jersey Devils;RD;26;Right Handed;28;15;11;12;9;15;14;15;14;14;13;13;15;9;13;14;13;12;10;13;4;13;16;16;15;15;16;11;1;1;1;1;1;
3932;Ben Sexton;GCK Lions;GCK Lions;C, RW;29;Right Handed;14;12;13;8;11;5;12;11;9;10;10;9;7;10;10;7;9;11;8;8;14;11;11;11;11;7;8;10;1;1;1;1;1;
3934;Clark Seymour;Bietigheim Steelers;Bietigheim Steelers;RD;27;Right Handed;36;12;13;11;8;9;11;8;13;8;8;6;9;11;7;8;16;10;6;6;2;8;10;8;13;10;8;7;1;1;1;1;1;
3935;Michael Sgarbossa;---;---;C;28;Left Handed;48;13;6;11;7;12;10;11;11;10;11;12;10;8;13;10;7;14;9;13;10;13;13;11;14;10;12;13;1;1;1;1;1;
3936;Josh Shalla;Nashville Predators;Nashville Predators;LW, C;28;Left Handed;25;12;7;11;7;9;9;8;9;6;12;7;10;10;11;7;13;6;11;6;7;9;11;7;9;11;8;8;1;1;1;1;1;
3938;Zachary Shannon;Wheeling Nailers;Wheeling Nailers;LD;28;Left Handed;32;16;8;7;7;5;11;12;7;15;11;11;12;15;11;13;9;16;6;8;3;7;5;17;16;8;6;7;1;1;1;1;1;
3939;Zach Shapiro;Hull Pirates;Hull Pirates;RD;28;Right Handed;47;16;12;5;10;6;9;11;5;7;8;7;6;7;8;6;8;8;6;7;4;9;11;6;11;7;9;8;1;1;1;1;1;
3940;Kay Stewart;Kelowna Rockets;Kelowna Rockets;C, RW;16;Right Handed;40;16;13;10;3;1;12;9;12;11;9;7;10;9;10;14;8;9;8;6;11;5;5;9;7;6;7;6;1;1;1;1;1;
3942;Tyler Shattock;Coventry Blaze;Coventry Blaze;LW, RW;30;Right Handed;16;12;9;10;9;7;9;11;8;6;9;8;9;8;6;9;12;9;6;5;5;6;5;3;10;9;5;5;1;1;1;1;1;
3944;Andrew Shaw;Detroit Red Wings;Detroit Red Wings;C, RW;29;Left Handed;65;16;16;13;16;8;10;14;12;17;12;10;13;15;13;14;12;15;19;9;12;11;13;11;14;14;12;13;1;1;1;1;1;
3946;Brady Shaw;Kalamazoo Wings;Kalamazoo Wings;LW, C, RW;27;Left Handed;0;15;3;16;9;14;13;12;16;12;7;7;6;3;6;9;9;3;11;11;10;10;4;3;6;12;6;13;1;1;1;1;1;
3947;Logan Shaw;HC Lausanne;HC Lausanne;RW;27;Right Handed;22;13;9;10;6;14;12;10;12;10;10;10;9;11;11;9;13;14;9;13;4;13;12;11;13;11;11;12;1;1;1;1;1;
3948;Mason Shaw;Bridgeport Sound Tigers;New York Islanders;C;21;Left Handed;18;13;3;14;12;15;8;11;16;14;16;7;8;4;12;16;7;5;14;9;12;15;12;8;5;11;7;12;1;1;1;1;1;
3949;Bobby Shea;Hämeenlinnan Pallokerho;Hämeenlinnan Pallokerho;RD;29;Right Handed;0;18;10;7;9;10;11;10;7;12;12;13;13;11;13;12;8;12;5;8;5;8;10;12;14;9;7;8;1;1;1;1;1;
3950;Will Hanson;---;---;RW;18;Right Handed;29;13;20;11;8;16;5;4;13;6;6;6;7;6;9;10;10;2;9;4;4;10;6;2;4;7;7;4;1;1;1;1;1;
3951;Riley Sheahan;San Jose Sharks;San Jose Sharks;LW, C;28;Left Handed;15;14;11;9;12;10;11;12;9;12;13;13;12;9;14;12;14;17;12;10;15;14;14;15;17;10;12;13;1;1;1;1;1;
3952;Hayden Beattie;Sault Ste. Marie Greyhounds;Sault Ste. Marie Greyhounds;LD;17;Left Handed;77;20;14;4;7;11;8;12;4;6;8;6;8;6;6;10;11;9;1;1;1;1;3;9;5;1;4;3;1;1;1;1;1;
3954;Jackson Shepard;Vancouver Canucks;Vancouver Canucks;LW;20;Left Handed;9;6;11;15;7;5;6;6;13;10;9;3;7;7;10;14;13;2;11;4;3;9;5;3;2;5;3;7;1;1;1;1;1;
3955;James Sheppard;---;---;LW, C;32;Left Handed;45;13;7;11;9;11;14;12;11;12;8;12;11;14;11;8;15;12;10;9;15;11;13;11;15;8;10;13;1;1;1;1;1;
3956;David Sherman;San Jose Barracuda;San Jose Barracuda;LW;22;Right Handed;15;13;2;15;19;12;14;9;15;9;12;8;8;3;8;11;13;3;12;7;4;9;9;7;4;8;4;8;1;1;1;1;1;
3958;Kolton Shindle;Brandon Wheat Kings;Brandon Wheat Kings;LW;19;Left Handed;0;16;2;13;11;11;10;12;7;16;16;13;5;5;14;8;9;5;12;10;4;11;8;6;5;13;8;12;1;1;1;1;1;
3959;Hunter Shinkaruk;Neftekhimik Nizhnekamsk;Neftekhimik Nizhnekamsk;LW, C;25;Left Handed;9;13;8;13;9;15;12;12;15;14;15;16;12;11;14;11;9;8;13;14;8;10;12;9;11;12;14;12;1;1;1;1;1;
3960;Brendan Shinnimin;EHC Biel-Bienne;EHC Biel-Bienne;C;29;Left Handed;24;14;11;10;11;13;7;12;8;8;14;12;9;11;14;10;7;8;7;9;13;10;11;7;11;8;8;10;1;1;1;1;1;
3961;Steven Shipley;Rødovre Mighty Bulls;Rødovre Mighty Bulls;LW, C, RW;28;Left Handed;19;12;5;13;12;9;13;12;15;12;9;9;12;13;10;11;17;9;11;10;15;10;10;8;10;10;9;11;1;1;1;1;1;
3962;Tyler Shiplo;Nottingham Panthers;Nottingham Panthers;RD;28;Right Handed;2;13;6;14;9;13;14;15;14;14;14;12;12;9;14;11;9;10;8;10;1;10;13;11;12;9;8;9;1;1;1;1;1;
3963;Collin Shirley;Winnipeg Jets;Winnipeg Jets;LW;24;Left Handed;15;14;18;9;3;11;10;11;14;17;15;11;8;9;10;10;10;7;10;9;6;12;9;6;8;15;9;12;1;1;1;1;1;
3964;Braylon Shmyr;Gentofte Stars;Gentofte Stars;LW;23;Left Handed;23;16;2;15;10;6;12;18;14;18;11;6;7;2;6;10;4;6;7;13;5;12;8;6;7;8;11;9;1;1;1;1;1;
3965;Denis Jaskin;Lokomotiv Yaroslavl U17;Lokomotiv Yaroslavl U17;LW, C;16;Left Handed;20;14;5;13;10;14;13;18;14;14;5;8;1;5;9;7;5;4;8;6;1;6;3;3;1;8;2;6;1;1;1;1;1;
3966;Devin Shore;Toronto Maple Leafs;Toronto Maple Leafs;LW, C;26;Left Handed;34;14;10;12;10;10;14;14;12;15;14;14;12;9;13;11;8;14;10;9;13;12;13;13;15;11;13;14;1;1;1;1;1;
3968;Justin Shugg;Dinamo Riga;Dinamo Riga;LW, RW;28;Right Handed;14;10;9;13;9;13;14;15;14;14;15;14;11;12;15;14;11;10;14;11;8;11;12;10;13;13;10;13;1;1;1;1;1;
3969;Barrett Gallagher;Michigan State Spartans;Michigan State Spartans;LD, RD;17;Left Handed;4;13;20;4;8;8;1;16;4;14;7;10;12;10;7;8;13;6;1;4;1;2;2;6;8;3;3;1;1;1;1;1;1;
3971;Dennis Sicard;Swindon Wildcats;Swindon Wildcats;RW;35;Right Handed;0;14;17;7;14;10;9;12;8;14;2;2;2;8;10;9;6;6;6;4;4;7;5;3;6;1;1;2;1;1;1;1;1;
3972;Freddy Svensson;Leksands IF J16;Leksands IF J16;LW, RW;16;Left Handed;55;5;11;3;9;10;10;1;1;7;6;5;8;7;4;8;6;8;6;3;1;1;4;5;5;5;6;4;1;1;1;1;1;
3974;Deven Sideroff;Toledo Walleye;Toledo Walleye;RW;23;Right Handed;34;7;4;6;4;5;10;5;8;2;8;6;5;1;6;4;1;3;7;13;3;12;8;4;3;7;7;12;1;1;1;1;1;
3975;Duncan Siemens;Almtuna IS;Almtuna IS;LD, RD;27;Left Handed;16;11;12;6;10;8;8;8;6;10;10;11;6;14;12;8;12;12;4;8;1;7;7;13;13;7;8;6;1;1;1;1;1;
3976;Jonathan Sigalet;Frölunda HC;Frölunda HC;LD, RD;34;Left Handed;56;12;7;12;13;9;11;13;11;13;14;13;11;11;14;11;12;13;2;7;3;8;12;11;15;7;9;7;1;1;1;1;1;
3978;Etienne Henry;London Knights;London Knights;LW, C, RW;18;Right Handed;39;15;3;9;16;9;13;6;13;11;9;5;12;6;8;16;14;5;9;6;1;8;5;4;5;9;5;7;1;1;1;1;1;
3979;Nico Rankin;Alabama-Huntsville Chargers;Alabama-Huntsville Chargers;LW;17;Right Handed;17;13;4;11;14;9;11;13;11;13;10;5;7;1;12;13;4;4;7;9;3;7;5;4;4;5;5;6;1;1;1;1;1;
3980;Dylan Sikura;Frisk Asker;Frisk Asker;C, RW;25;Left Handed;0;13;5;9;6;12;13;12;11;10;9;8;9;7;9;8;8;6;9;9;13;9;10;8;9;8;10;9;1;1;1;1;1;
3981;Tyler Sikura;MHC Martin;MHC Martin;LW;28;Left Handed;16;13;4;11;10;9;9;12;15;9;12;12;5;6;12;10;11;6;11;9;4;10;11;10;9;9;8;11;1;1;1;1;1;
3982;Stephen Silas;CSG Strasbourg Alsace;CSG Strasbourg Alsace;LD;28;Left Handed;26;20;11;6;9;4;7;10;8;7;4;5;7;9;5;10;10;5;3;6;1;8;10;8;7;2;6;4;1;1;1;1;1;
3983;Zach Sill;Helsingin IFK;Helsingin IFK;LW, C;32;Left Handed;11;10;15;10;16;8;14;17;8;15;13;11;15;16;12;9;13;15;11;8;12;9;11;12;15;11;10;11;1;1;1;1;1;
