Id;Name;Nation;Estimated Value;Club Playing;Division Playing;Club Contracted;Division Contracted;Positions Short;Birth Town;Date Of Birth;Age;Handedness;Junior Preference;Morale;Squad Number;Determination;Goaltender;Left Defense;Right Defense;Left Wing;Center;Right Wing;Aggression;Anticipation;Bravery;Flair;Influence;Teamwork;Creativity;Work Rate;Acceleration;Agility;Balance;Fighting;Hitting;Speed;Stamina;Strength;Checking;Deflections;Deking;Faceoffs;Off The Puck;Passing;Pokecheck;Positioning;Slapshot;Stickhandling;Wristshot;Blocker;Glove;Rebound Control;Recovery;Reflexes;
951;Jean-François Bérubé;Canada;74462;Indy Fuel;ECHL;Chicago Blackhawks;NHL;G;Repentigny;7/13/1991;28;Left Handed;Major Junior;10;30;13;20;1;1;1;1;1;7;8;9;11;7;13;1;12;12;13;10;6;1;10;10;8;1;1;1;1;1;8;8;15;1;11;1;14;15;12;14;13;
952;Jean-Sébastien Bérubé;Canada;12562;IC Epinal;Magnus League;IC Epinal;Magnus League;LW;Matane;7/20/1990;29;Left Handed;Major Junior;18;66;7;1;1;1;20;9;12;15;6;12;7;11;14;12;14;8;8;11;14;16;8;11;14;12;8;6;3;6;7;6;10;6;6;7;1;1;1;1;1;
953;Nicholas Caamano;Canada;0;---;---;---;---;LW, RW;Ancaster;9/7/1998;21;Left Handed;Major Junior;20;10;14;1;1;1;20;14;18;4;8;7;9;4;6;8;2;7;9;5;1;3;10;13;13;3;6;7;1;8;8;2;3;5;3;5;1;1;1;1;1;
954;Frédérik Cabana;Canada;27411;Iserlohn Roosters;DEL;Iserlohn Roosters;DEL;LW, C;Fleurimont;5/16/1986;33;Left Handed;Major Junior;18;97;14;1;1;1;16;20;12;14;5;12;7;7;11;7;12;8;5;6;3;9;8;11;8;11;9;6;13;7;6;7;10;5;6;5;1;1;1;1;1;
955;Drake Caggiula;Canada;12178;HDD Olimpija Ljubljana;Erste Bank Eishockey Liga;HDD Olimpija Ljubljana;Erste Bank Eishockey Liga;LW, C;Pickering;6/20/1994;25;Left Handed;College;20;9;12;1;1;1;20;18;12;1;10;8;8;8;5;12;6;11;11;7;6;6;11;8;7;8;8;13;5;11;9;8;9;8;13;11;1;1;1;1;1;
956;Sean Cahill;Canada;3250;HC Mont-Blanc;National League 2;HC Mont-Blanc;National League 2;G;Calgary;3/15/1990;30;Right Handed;College;20;0;12;20;1;1;1;1;1;6;4;6;7;8;5;1;6;5;4;5;5;1;6;5;8;1;1;1;1;1;5;7;8;1;5;1;6;7;6;6;6;
957;Mitch Cain;Canada;16312;Missouri Mavericks;ECHL;Missouri Mavericks;ECHL;C;Fort Frances;6/28/1991;28;Right Handed;None;20;0;11;1;1;1;15;20;12;11;8;6;8;6;6;10;6;8;8;6;5;5;9;9;13;7;6;5;8;6;8;7;7;7;7;6;1;1;1;1;1;
959;Luke Cairns;Canada;17910;Colorado Eagles;ECHL;Colorado Eagles;ECHL;LW, C;Stoney Creek;5/29/1994;25;Left Handed;None;18;0;4;1;1;1;16;20;12;14;6;13;11;8;6;8;5;7;5;4;6;6;7;8;8;6;1;3;9;3;5;5;6;3;5;4;1;1;1;1;1;
960;Matt Cairns;Canada;24762;Lehigh Valley Phantoms;AHL;Lehigh Valley Phantoms;AHL;LD;Mississauga;4/27/1998;21;Left Handed;College;6;0;5;1;20;12;1;1;1;1;5;14;8;14;11;5;8;9;5;20;1;9;8;9;19;8;5;3;3;3;3;7;7;3;3;5;1;1;1;1;1;
962;Aaron Harris;United States;466;Castleton State Spartans;ECAC East;Castleton State Spartans;ECAC East;RD;Reston;1/28/2002;18;Right Handed;None;20;7;12;1;1;20;1;1;1;20;5;7;4;9;9;3;6;7;4;11;2;8;8;10;14;8;3;4;1;6;1;8;10;3;4;5;1;1;1;1;1;
963;Andrew Calof;Canada;52398;Skellefteå AIK;SHL;Skellefteå AIK;SHL;C, RW;Ottawa;5/9/1991;28;Right Handed;None;13;19;12;1;1;1;12;19;20;10;14;15;12;10;13;13;12;13;14;12;5;8;11;13;11;9;13;13;8;15;12;9;10;11;13;13;1;1;1;1;1;
964;Matt Calvert;Canada;98125;Colorado Avalanche;NHL;Colorado Avalanche;NHL;LW, C;Brandon;12/24/1989;30;Left Handed;Major Junior;11;11;12;1;1;1;20;18;14;12;10;10;12;14;14;9;17;15;16;10;11;12;16;12;10;14;7;11;10;9;13;11;14;11;13;12;1;1;1;1;1;
965;Anthony Camara;Canada;14317;Cardiff Devils;Elite League;Cardiff Devils;Elite League;LW;Toronto;9/4/1993;26;Left Handed;Major Junior;19;15;9;1;1;1;20;10;14;14;7;13;5;8;12;6;12;9;8;9;14;16;9;7;12;12;11;9;7;8;9;10;11;9;8;7;1;1;1;1;1;
966;Bretton Cameron;Canada;21840;Ermak Angarsk;Vysshaya Liga;Ermak Angarsk;Vysshaya Liga;RW;Didsbury;1/26/1989;31;Right Handed;None;20;11;13;1;1;1;14;9;20;9;11;12;9;12;11;7;15;12;12;9;6;6;13;11;10;7;4;10;6;6;8;9;8;6;11;7;1;1;1;1;1;
967;Bryan Cameron;Canada;9541;Ciarko PBS Bank KH Sanok;Elite League;Ciarko PBS Bank KH Sanok;Elite League;C, RW;Milton;2/25/1989;31;Right Handed;None;20;22;16;1;1;1;12;17;20;11;9;13;10;11;11;12;10;9;8;11;3;3;9;11;7;7;7;7;8;9;7;4;9;5;8;9;1;1;1;1;1;
970;Jack Cameron;Canada;0;---;---;---;---;RD;Halifax;4/18/1999;20;Left Handed;None;20;0;19;1;14;20;1;1;1;2;6;17;5;14;8;6;13;11;6;5;1;1;6;10;4;2;2;4;2;6;5;3;1;4;5;6;1;1;1;1;1;
972;Frans Espersen;Denmark;12562;AaB Ishockey U20;Danish Junior;Aalborg Pirates;Metal Ligaen;RD;Copenhagen;9/23/2001;18;Left Handed;None;15;23;20;1;12;20;1;1;1;12;3;10;7;1;9;3;9;7;7;10;1;6;9;9;8;5;4;4;1;5;4;4;6;5;5;5;1;1;1;1;1;
973;Spencer Elser;United States;1312;New Jersey Midget Devils;USU16E;New Jersey Midget Devils;USU16E;LD;West Orange;9/16/2003;16;Left Handed;None;20;77;13;1;20;13;1;1;1;5;7;13;4;10;13;7;10;15;7;10;3;8;9;13;5;12;3;5;2;6;7;11;11;4;8;4;1;1;1;1;1;
974;Mathew Campagna;Canada;9037;Hvidovre Fighters;Danish First Division;Hvidovre Fighters;Danish First Division;C;Mississauga;3/9/1994;26;Left Handed;Major Junior;20;90;11;1;1;1;14;20;12;11;13;7;13;12;7;13;7;9;6;6;3;6;7;8;10;9;8;12;12;8;11;9;12;8;10;9;1;1;1;1;1;
975;Andrew Campbell;Canada;17950;HC Tiroler Wasserkraft Innsbruck;Erste Bank Eishockey Liga;HC Tiroler Wasserkraft Innsbruck;Erste Bank Eishockey Liga;LD;Caledonia;2/4/1988;32;Left Handed;None;20;2;12;1;20;12;1;1;1;10;7;14;6;14;12;7;15;9;7;9;5;10;11;10;15;13;9;6;3;9;10;13;14;10;8;8;1;1;1;1;1;
976;Don Boyd;United States;2562;CW Midgets U16;USU16E;CW Midgets U16;USU16E;RW;Plymouth;8/20/2003;16;Right Handed;None;18;72;9;1;1;1;12;9;20;3;1;14;10;1;16;13;10;7;5;4;1;3;7;10;10;2;3;3;2;3;6;4;1;5;3;3;1;1;1;1;1;
978;Chase Campbell;Canada;24500;Hartford Wolf Pack;AHL;Hartford Wolf Pack;AHL;RW;Waterloo;6/24/1998;21;Right Handed;Major Junior;3;26;19;1;1;1;12;9;20;5;14;7;14;9;10;12;8;10;6;5;1;1;10;7;5;4;6;7;2;8;6;5;4;8;7;9;1;1;1;1;1;
979;Colin Campbell;Canada;11690;HC Sakhalin;ALIH;HC Sakhalin;ALIH;LW, C, RW;Pickering;4/17/1991;28;Left Handed;College;20;45;10;1;1;1;18;20;16;7;7;6;10;7;4;7;7;8;7;5;6;6;10;6;7;11;6;7;8;6;8;9;10;7;7;7;1;1;1;1;1;
980;Evan Campbell;Canada;16312;Toledo Walleye;ECHL;Toledo Walleye;ECHL;LW;Port Coquitlam;3/1/1993;27;Left Handed;College;19;0;10;1;1;1;20;9;12;8;9;12;7;10;12;8;14;7;8;8;8;11;7;10;11;8;9;6;6;8;8;8;10;10;7;8;1;1;1;1;1;
981;Greg Campbell;Canada;27483;MODO Hockey;HockeyAllsvenskan;MODO Hockey;HockeyAllsvenskan;LW, C, RW;London;12/17/1983;36;Left Handed;Major Junior;20;0;14;1;1;1;18;20;16;15;12;12;8;13;16;8;15;5;5;7;8;12;8;5;6;15;12;10;15;9;11;14;16;10;11;10;1;1;1;1;1;
983;Max Campbell;Canada;9000;Fife Flyers;Elite League;Fife Flyers;Elite League;C;Strathroy;12/21/1988;31;Left Handed;College;20;19;14;1;1;1;12;20;9;6;9;4;14;10;9;9;11;10;10;7;1;4;10;8;9;7;3;8;13;9;9;5;9;6;7;9;1;1;1;1;1;
984;Reid Campbell;Canada;20432;Brampton Beast;ECHL;Brampton Beast;ECHL;LD;Haines Junction;2/4/1989;31;Left Handed;None;19;0;19;1;20;12;1;1;1;6;5;3;7;7;5;5;10;12;8;5;4;7;12;11;5;7;7;8;3;9;10;9;12;6;10;6;1;1;1;1;1;
985;Shayne Campbell;Canada;50453;San Diego Gulls;AHL;San Diego Gulls;AHL;G;Cambridge;11/16/1992;27;Right Handed;Major Junior;8;31;11;20;1;1;1;1;1;12;12;11;4;8;9;1;12;6;11;9;7;1;6;9;13;1;1;1;1;1;6;7;13;1;7;1;11;11;9;10;10;
986;Chris Campoli;Canada;13062;HC Pustertal Wölfe;Alps League;HC Pustertal Wölfe;Alps League;LD;Mississauga;7/9/1984;35;Left Handed;Major Junior;20;41;13;1;20;12;1;1;1;10;12;14;12;13;14;12;14;10;11;10;5;11;9;12;9;10;9;11;5;15;13;9;9;10;12;8;1;1;1;1;1;
987;Cole Candella;Canada;6666;HK Almaty;Kaz;HK Almaty;Kaz;LD;Mississauga;2/13/1998;22;Left Handed;Major Junior;20;20;15;1;20;1;1;1;1;13;2;11;8;6;7;1;3;7;10;17;1;9;6;13;14;10;2;5;1;3;6;11;11;3;4;2;1;1;1;1;1;
988;Dallas Nilan;United States;8552;North York Rangers;OJHL;North York Rangers;OJHL;LW;Plymouth;10/13/2002;17;Left Handed;None;20;69;13;1;1;1;20;1;12;2;8;5;6;3;1;8;5;9;7;7;1;1;10;12;3;1;6;7;1;7;3;1;2;7;5;7;1;1;1;1;1;
989;Ethan Cap;Canada;16357;Edmonton Oil Kings;WHL;Edmonton Oil Kings;WHL;LD;North Vancouver;4/17/2000;19;Left Handed;Major Junior;1;8;6;1;20;14;1;1;1;19;3;9;15;5;9;5;6;7;9;10;1;8;9;14;19;9;1;4;2;4;5;10;9;1;3;3;1;1;1;1;1;
990;Kyle Capobianco;Canada;43750;Tucson Roadrunners;AHL;Arizona Coyotes;NHL;LD;Mississauga;8/13/1997;22;Left Handed;Major Junior;9;23;5;1;20;12;1;1;1;2;11;17;2;9;14;11;15;13;11;8;4;3;14;11;10;7;7;9;2;12;11;9;8;9;9;12;1;1;1;1;1;
991;Louie Caporusso;Canada;24945;Utica Comets;AHL;Utica Comets;AHL;LW, C;Toronto;6/21/1989;30;Left Handed;None;11;23;11;1;1;1;20;19;12;8;9;8;10;8;8;8;6;8;8;10;3;7;9;10;5;4;6;5;7;6;5;5;8;9;7;9;1;1;1;1;1;
992;Davis Bergland;United States;2562;Team Illinois;USU16E;Team Illinois;USU16E;LD;Vernon Hills;10/14/2004;15;Left Handed;None;14;28;11;1;20;12;1;1;1;17;4;6;11;9;6;1;8;8;8;13;2;10;8;9;8;8;4;5;2;3;3;6;8;3;1;3;1;1;1;1;1;
994;Michael Carcone;Canada;11000;Briançon HC;National League 1;Briançon HC;National League 1;LW, C;Whitby;5/19/1996;23;Left Handed;Major Junior;15;8;6;1;1;1;20;18;1;5;7;1;6;2;8;14;3;3;5;6;1;1;5;9;4;5;7;11;1;9;6;4;4;5;5;9;1;1;1;1;1;
995;Mike Card;Canada;26670;Straubing Tigers;DEL;Straubing Tigers;DEL;LD, RD;Penticton;2/18/1986;34;Right Handed;College;16;4;11;1;20;16;1;1;1;12;9;8;12;9;8;10;10;13;12;10;3;10;13;15;12;9;6;8;5;7;10;6;10;7;6;6;1;1;1;1;1;
996;Tommy Cardinal;Canada;16377;Shawinigan Cataractes;QMJHL;Shawinigan Cataractes;QMJHL;RW;Shawinigan;1/14/1999;21;Right Handed;Major Junior;20;57;14;1;1;1;12;9;20;11;5;10;8;14;8;2;11;8;10;9;8;8;8;9;20;8;6;3;3;3;6;5;5;3;6;5;1;1;1;1;1;
998;Greg Carey;Canada;8062;Anyang Halla;ALIH;Anyang Halla;ALIH;LW;Hamilton;5/9/1990;29;Left Handed;College;20;12;13;1;1;1;20;9;12;6;11;10;13;10;7;11;11;11;10;9;1;6;11;11;9;5;5;7;4;9;8;7;7;9;6;12;1;1;1;1;1;
999;Matt Carey;Canada;21840;SKA-Neva St. Petersburg;Vysshaya Liga;SKA-Neva St. Petersburg;Vysshaya Liga;LW, C;Hamilton;2/28/1992;28;Left Handed;College;19;27;11;1;1;1;20;17;13;13;9;7;13;9;10;10;8;9;8;7;3;5;11;9;7;7;4;7;8;7;11;5;8;7;8;6;1;1;1;1;1;
1001;Mathieu Carle;Canada;68876;Adler Mannheim;DEL;Adler Mannheim;DEL;LD, RD;Gatineau;9/30/1987;32;Right Handed;Major Junior;15;46;13;1;16;20;1;1;1;13;11;12;9;11;10;11;8;9;9;13;11;13;10;14;12;10;5;9;5;8;10;12;15;5;13;6;1;1;1;1;1;
1004;Yusei Ikeda;Japan;5982;Rögle BK J18;J18 Elit;Rögle BK J18;J18 Elit;C;Hachinohe;10/31/2002;17;Left Handed;None;9;43;4;1;1;1;12;20;9;18;1;5;10;8;1;1;1;6;8;7;3;3;5;6;12;9;3;5;9;3;5;8;8;1;2;2;1;1;1;1;1;
1007;Philipp Ban;Austria;22092;EC Red Bull Salzburg;Erste Bank Eishockey Liga;EC Red Bull Salzburg;Erste Bank Eishockey Liga;RD;Dornbirn;10/2/2000;19;Right Handed;None;16;7;13;1;12;20;1;1;1;6;2;9;10;7;7;3;2;7;6;11;1;5;7;10;10;6;1;1;1;2;1;7;8;1;2;3;1;1;1;1;1;
1008;Jordann Descoteaux;Canada;17665;Halifax Mooseheads;QMJHL;Halifax Mooseheads;QMJHL;LD, LW;Laval;8/2/2002;17;Left Handed;None;15;7;9;1;20;12;16;1;9;6;4;6;6;2;8;3;10;10;10;12;2;10;7;12;10;9;1;4;1;1;4;7;8;4;1;2;1;1;1;1;1;
1009;Jordan Caron;Canada;47480;Örebro HK;SHL;Örebro HK;SHL;LW, RW;Amqui;11/2/1990;29;Left Handed;Major Junior;11;27;14;1;1;1;17;11;20;6;11;11;10;14;15;12;14;13;11;15;11;15;13;8;15;13;12;12;8;9;11;11;13;10;13;10;1;1;1;1;1;
1010;Ken Moran;United States;408;Finlandia Lions;MCHA;Finlandia Lions;MCHA;RW;Davison;6/29/2002;17;Left Handed;None;20;14;12;1;1;1;12;12;20;1;12;11;3;11;17;11;12;7;4;8;1;3;7;11;9;1;8;1;1;5;5;2;1;2;2;7;1;1;1;1;1;
1011;Hugo Carpentier;Canada;18250;Fort Wayne Komets;ECHL;Fort Wayne Komets;ECHL;C;Gatineau;3/17/1988;31;Left Handed;Major Junior;19;44;16;1;1;1;12;20;9;9;8;12;8;9;11;10;15;5;8;8;8;13;6;12;12;14;7;8;13;6;6;9;11;8;9;8;1;1;1;1;1;
1013;Daniel Carr;Canada;119738;Montreal Canadiens;NHL;Montreal Canadiens;NHL;LW, RW;Leduc;11/1/1991;28;Left Handed;College;14;11;12;1;1;1;20;11;16;9;14;8;14;10;10;14;12;13;12;9;6;10;11;11;10;9;9;14;5;16;11;11;12;14;12;14;1;1;1;1;1;
1014;Sam Carrick;Canada;12415;EC Die Adler Kitzbühel;Alps League;EC Die Adler Kitzbühel;Alps League;C, RW;Markham;2/4/1992;28;Right Handed;Major Junior;20;16;10;1;1;1;13;20;18;14;7;13;7;8;9;7;10;6;9;9;9;13;5;9;9;11;9;6;10;7;7;9;9;6;5;7;1;1;1;1;1;
1015;Trevor Carrick;Canada;108132;Texas Stars;AHL;Dallas Stars;NHL;LD, RD;Stouffville;7/4/1994;25;Right Handed;Major Junior;9;5;12;1;18;20;1;1;1;12;12;11;11;13;12;10;13;14;12;10;13;14;12;10;10;15;12;10;7;11;11;14;16;10;14;10;1;1;1;1;1;
1016;Alexandre Carrier;Canada;0;---;---;---;---;RW;St. Elzear;2/18/1991;29;Right Handed;Major Junior;12;29;12;1;1;1;12;9;20;11;7;8;6;8;10;4;14;11;12;4;1;7;11;8;13;8;3;3;1;5;2;7;10;2;3;5;1;1;1;1;1;
1017;Alexandre Carrier;Canada;60131;Milwaukee Admirals;AHL;Nashville Predators;NHL;LD;Varennes;10/8/1996;23;Left Handed;Major Junior;11;8;10;1;20;12;1;1;1;3;10;10;13;11;11;12;15;15;14;10;8;8;11;15;11;12;10;12;7;11;16;13;13;12;13;15;1;1;1;1;1;
1018;Nathan Fournier;Canada;2660;Fredericton Riverview Canadiens AAA;NB-PEI Major Midget;Fredericton Riverview Canadiens AAA;NB-PEI Major Midget;LW, C;Fredericton;4/4/2004;15;Left Handed;None;20;35;8;1;1;1;20;16;12;1;11;6;9;11;11;8;17;9;9;4;1;3;8;6;4;4;7;9;1;6;6;5;4;6;8;9;1;1;1;1;1;
1019;Samuel Carrier;Canada;12178;HDD Olimpija Ljubljana;Erste Bank Eishockey Liga;HDD Olimpija Ljubljana;Erste Bank Eishockey Liga;RD;Varennes;4/28/1992;27;Right Handed;Major Junior;20;55;5;1;15;20;1;1;1;9;7;6;6;10;10;7;10;6;5;9;2;7;11;5;10;15;5;7;1;6;6;12;6;4;8;6;1;1;1;1;1;
1020;William Carrier;Canada;145974;Buffalo Sabres;NHL;Buffalo Sabres;NHL;LW, C;Pierrefonds;12/20/1994;25;Left Handed;Major Junior;11;28;13;1;1;1;20;18;12;12;10;14;9;12;13;11;13;14;13;11;11;17;13;9;14;16;12;10;10;12;15;10;11;15;13;13;1;1;1;1;1;
1025;Austin Carroll;Canada;13062;HC Pustertal Wölfe;Alps League;HC Pustertal Wölfe;Alps League;LW, RW;Vancouver;3/26/1994;25;Right Handed;Major Junior;20;20;11;1;1;1;17;12;20;12;7;14;7;8;13;9;13;10;10;9;9;15;10;10;14;11;12;11;7;10;11;12;12;12;10;9;1;1;1;1;1;
1026;Noah Carroll;Canada;16312;Elmira Jackals;ECHL;Elmira Jackals;ECHL;LD;Strathroy;12/2/1997;22;Left Handed;Major Junior;20;4;8;1;20;12;1;1;1;13;3;8;8;12;11;6;13;10;10;14;1;13;11;14;11;11;3;6;4;4;2;10;10;5;3;4;1;1;1;1;1;
1027;Chris Carrozzi;Canada;12562;Rødovre Mighty Bulls;Metal Ligaen;Rødovre Mighty Bulls;Metal Ligaen;G;Nepean;3/2/1990;30;Left Handed;Europe;19;1;7;20;1;1;1;1;1;9;12;12;11;9;12;1;12;7;13;11;1;1;10;11;13;1;1;1;1;1;2;5;11;1;3;1;8;11;9;8;12;
1028;Brett Carson;Canada;13806;Orli Znojmo;Erste Bank Eishockey Liga;Orli Znojmo;Erste Bank Eishockey Liga;RD;Regina;11/29/1985;34;Right Handed;Major Junior;17;7;11;1;12;20;1;1;1;4;9;8;11;12;11;6;12;6;7;11;4;10;7;7;16;12;8;6;5;7;7;15;13;10;7;4;1;1;1;1;1;
1029;Cole Carter;Canada;59639;Wilkes-Barre/Scranton Penguins;AHL;Pittsburgh Penguins;NHL;RW;Orleans;7/6/1998;21;Right Handed;None;9;22;15;1;1;1;12;14;20;1;15;8;6;11;15;13;17;10;13;8;5;5;11;15;8;6;17;13;7;16;14;10;4;12;8;13;1;1;1;1;1;
1030;Jeff Carter;Canada;145073;Ottawa Senators;NHL;Ottawa Senators;NHL;C, RW;London;1/1/1985;35;Right Handed;Major Junior;10;77;16;1;1;1;13;20;17;9;15;13;14;16;14;16;12;13;11;10;8;10;13;14;12;13;16;15;16;14;13;14;14;12;13;17;1;1;1;1;1;
1031;Dawson Carty;Canada;13750;Lørenskog IK;GET Ligaen;Lørenskog IK;GET Ligaen;G;Mississauga;2/2/1996;24;Left Handed;Major Junior;20;30;18;20;1;1;1;1;1;15;1;1;8;3;7;1;1;1;9;13;1;1;3;7;10;1;1;1;1;1;4;9;11;1;4;1;6;6;6;5;7;
1032;Michael Caruso;Canada;19445;Norfolk Admirals;ECHL;Norfolk Admirals;ECHL;LD, RD;Mississauga;7/5/1988;31;Left Handed;None;15;2;11;1;20;17;1;1;1;7;8;10;5;11;11;5;13;11;9;12;4;7;12;11;12;10;4;5;2;7;5;11;11;6;4;3;1;1;1;1;1;
1033;Oliver Beamish;Canada;17587;Saint John Sea Dogs;QMJHL;Saint John Sea Dogs;QMJHL;RW;Corner Brook;10/6/2002;17;Right Handed;None;14;64;19;1;1;1;12;9;20;15;11;9;13;6;8;13;11;7;7;4;1;5;7;11;11;3;8;6;1;9;7;4;3;5;5;7;1;1;1;1;1;
1034;Benjamin Casavant;Canada;15037;EHC Visp;National League B;EHC Visp;National League B;LW;St. Hyacinthe;1/21/1991;29;Left Handed;Major Junior;20;20;20;1;1;1;20;9;12;9;12;8;11;12;11;10;9;8;10;7;3;7;8;10;13;8;11;10;4;9;10;7;10;12;8;13;1;1;1;1;1;
1036;Gilles McNally;United States;1312;San Diego Midget Gulls;CAHA;San Diego Midget Gulls;CAHA;LD;Ellensburg;8/5/2005;14;Left Handed;None;20;77;7;1;20;12;1;1;1;20;12;8;19;13;11;8;13;7;5;5;2;3;8;11;8;5;4;6;1;7;5;2;2;9;7;10;1;1;1;1;1;
1038;Daniel Catenacci;Canada;88297;Rochester Americans;AHL;Buffalo Sabres;NHL;LW, C;Toronto;9/3/1993;26;Left Handed;Major Junior;9;43;12;1;1;1;18;20;11;10;10;11;8;11;10;12;10;14;12;13;5;8;14;10;10;12;9;11;15;9;15;10;14;10;12;11;1;1;1;1;1;
1039;Colby Cave;Canada;121554;Wilkes-Barre/Scranton Penguins;AHL;Pittsburgh Penguins;NHL;LW, C;Battleford;12/21/1994;25;Left Handed;Major Junior;7;10;11;1;1;1;18;20;13;7;14;11;10;9;9;13;7;9;10;8;6;4;10;8;8;8;11;10;15;11;14;8;8;13;11;14;1;1;1;1;1;
1040;Feng-liang Teng;Chinese Taipei;1187;Taipei Silver Monster U20;Tpe U20;Taipei Silver Monster U20;Tpe U20;LW;Taipei;8/9/2003;16;Left Handed;None;15;32;12;1;1;1;20;15;12;2;1;4;11;3;9;1;3;7;5;10;5;8;7;11;12;7;4;1;1;1;6;8;8;5;4;2;1;1;1;1;1;
1041;Mike Cazzola;Canada;15975;Chamonix-Morzine HC;Magnus League;Chamonix-Morzine HC;Magnus League;LW, C;Guelph;3/8/1991;29;Left Handed;None;16;39;18;1;1;1;16;20;12;3;13;14;6;9;15;13;14;14;12;10;5;7;13;8;8;8;12;11;11;12;10;10;10;10;10;9;1;1;1;1;1;
1042;Cody Ceci;Canada;151835;Calgary Flames;NHL;Calgary Flames;NHL;LD, RD;Orleans;12/21/1993;26;Right Handed;Major Junior;11;5;16;1;17;20;1;1;1;6;15;9;14;10;12;9;13;14;13;11;6;9;13;14;15;15;5;12;5;12;15;16;17;14;15;11;1;1;1;1;1;
1043;Santino Centorame;Canada;9625;Macon Mayhem;SPHL;Macon Mayhem;SPHL;RD;Mississauga;4/28/1996;23;Right Handed;Major Junior;20;8;17;1;12;20;1;1;1;12;8;9;1;9;10;8;15;11;8;14;3;14;6;15;11;14;6;7;3;9;11;12;14;3;8;4;1;1;1;1;1;
1046;Thomas Chabot;Canada;101578;Los Angeles Kings;NHL;Los Angeles Kings;NHL;LD, RD;St. Marie de Beauce;1/30/1997;23;Left Handed;Major Junior;12;5;15;1;20;18;1;1;1;10;14;12;10;9;14;12;14;15;14;11;9;15;13;15;13;15;8;7;3;11;17;14;17;10;10;9;1;1;1;1;1;
1047;Eduardo Maldonado;Spain;1750;Majadahonda HC;Superliga;Majadahonda HC;Superliga;RW;Jaca;10/15/1998;21;Right Handed;None;16;39;11;1;1;1;12;10;20;12;1;7;4;2;6;3;3;5;4;4;5;6;3;7;7;3;3;1;1;2;4;1;1;4;3;1;1;1;1;1;1;
1048;Jocktan Chainey;Canada;48537;Halifax Mooseheads;QMJHL;Halifax Mooseheads;QMJHL;LD;Halifax;9/8/1999;20;Left Handed;Major Junior;12;79;12;1;20;14;1;1;1;7;5;14;15;11;17;3;12;8;11;7;1;4;11;8;17;6;4;5;1;6;6;1;6;9;4;4;1;1;1;1;1;
1051;Joël Champagne;Canada;15975;Chamonix-Morzine HC;Magnus League;Chamonix-Morzine HC;Magnus League;C;LaSalle;1/24/1990;30;Left Handed;None;19;20;12;1;1;1;12;20;9;11;10;12;8;10;9;9;9;7;6;9;9;11;7;9;16;8;11;7;15;7;9;8;10;7;7;9;1;1;1;1;1;
1053;Horst Lerch;Austria;4062;EAC Junior Capitals U20;EBEL Juniors;EAC Junior Capitals U20;EBEL Juniors;LW, C;Vienna;12/5/2003;16;Left Handed;None;20;24;5;1;1;1;16;20;12;1;10;7;9;4;3;12;7;4;7;6;1;1;8;11;1;5;4;9;7;7;7;3;3;6;6;6;1;1;1;1;1;
1055;Michael Chaput;Canada;110162;Severstal Cherepovets;Kontinental Hockey League;Severstal Cherepovets;Kontinental Hockey League;C;Montreal;4/9/1992;27;Left Handed;Major Junior;11;39;13;1;1;1;15;20;12;10;12;10;11;10;12;11;12;11;10;12;5;11;12;11;12;13;12;10;16;12;14;11;14;10;11;11;1;1;1;1;1;
1056;Stefan Chaput;Canada;10250;Edinburgh Capitals;Elite League;Edinburgh Capitals;Elite League;LW, C;Montreal;3/11/1988;32;Left Handed;Major Junior;20;43;13;1;1;1;16;20;9;7;10;12;8;10;11;9;12;10;8;12;8;11;11;11;11;9;7;4;11;6;6;6;8;5;4;6;1;1;1;1;1;
1059;Mathieu Charlebois;Canada;17665;Halifax Mooseheads;QMJHL;Halifax Mooseheads;QMJHL;LD;Blainville;2/14/1999;21;Left Handed;Major Junior;15;4;18;1;20;12;1;1;1;11;12;16;8;10;14;9;14;10;5;11;8;16;9;15;20;8;6;6;1;6;4;4;7;7;3;5;1;1;1;1;1;
1060;Brant Pihant;France;15932;Rouen Espoirs;French Espoirs;Rouen Hockey Elite 76;Magnus League;C;Rennes;3/26/2003;16;Left Handed;None;12;44;11;1;1;1;14;20;12;2;10;4;4;13;9;13;10;9;4;7;1;1;9;10;2;3;4;6;5;5;6;4;4;5;3;7;1;1;1;1;1;
1062;Rourke Chartier;Canada;83831;San Jose Barracuda;AHL;San Jose Sharks;NHL;C;Saskatoon;4/3/1996;23;Left Handed;Major Junior;1;14;12;1;1;1;12;20;12;8;11;9;10;10;13;13;15;14;12;8;4;8;14;10;8;8;9;10;13;13;10;8;9;9;11;12;1;1;1;1;1;
1063;Greg Chase;Canada;15790;Les Rapaces de Gap;Magnus League;Les Rapaces de Gap;Magnus League;RW;Sherwood Park;1/1/1995;25;Right Handed;Major Junior;18;21;12;1;1;1;12;14;20;11;8;12;9;6;10;8;8;11;9;8;6;10;11;8;9;11;9;9;7;11;12;8;10;11;10;9;1;1;1;1;1;
1066;Patrik Ranta;Finland;3828;Espoon Kiekkoseura B2-Jrs;Fin B2-Jr SM-Liiga;Espoon Kiekkoseura B2-Jrs;Fin B2-Jr SM-Liiga;LD;Espoo;8/25/2002;17;Left Handed;None;20;4;16;1;20;15;1;1;1;15;6;14;10;9;14;6;16;7;4;13;1;8;7;12;16;8;2;2;1;3;2;8;7;4;3;4;1;1;1;1;1;
